code,name,cname,lower_name,code_full
GS,Gisenyi,吉塞尼,gisenyi,RWA0000GS
GT,Gitarama,吉塔拉马,gitarama,RWA0000GT
KA,Kabuga,卡布加,kabuga,RWA0000KA
KG,Kibungo,基本古,kibungo,RWA0000KG
KR,Kigali-Ngali,基加利-恩加利,kigali-ngali,RWA0000KR
KV,Kigali-Ville,基加利市,kigali-ville,RWA0000KV
KY,Kibuye,基布耶,kibuye,RWA0000KY
NY,Nyanza,恩延扎,nyanza,RWA0000NY
RH,Ruhango,鲁汉戈,ruhango,RWA0000RH
RU,Ruhengeri,鲁亨盖里,ruhengeri,RWA0000RU
RW,Rwamagana,卢瓦马加纳,rwamagana,RWA0000RW
UM,Umutara,乌姆塔拉,umutara,RWA0000UM
BH,Al Bahah,巴哈,al bahah,SAU0000BH
HL,Hail,哈伊勒,hail,SAU0000HL
JZ,Jizan,吉赞,jizan,SAU0000JZ
ML,Makkah,麦加,makkah,SAU0000ML
NR,Najran,纳季兰,najran,SAU0000NR
RD,Riyad,利雅得,riyad,SAU0000RD
TB,Tabuk,塔布克,tabuk,SAU0000TB
AHB,Abha,艾卜哈,abha,SAU000AHB
AKH,Al-Kharj,海耶,al-kharj,SAU000AKH
ARA,Arar,阿尔阿尔,arar,SAU000ARA
BUR,Buraydah,布赖代,buraydah,SAU000BUR
DAM,Dammam,达曼,dammam,SAU000DAM
HBT,Hafar al-Batin,哈费尔巴廷,hafar al-batin,SAU000HBT
HFF,Al-Hufuf,胡富夫,al-hufuf,SAU000HFF
JBI,Al-Jubayl,朱拜勒,al-jubayl,SAU000JBI
JED,Jiddah,吉达,jiddah,SAU000JED
KMX,Khamis Mushayt,海米斯穆谢特,khamis mushayt,SAU000KMX
MBR,Al-Mubarraz,姆巴拉兹,al-mubarraz,SAU000MBR
MED,Medina,麦地那,medina,SAU000MED
SAK,Sakaka,塞卡卡,sakaka,SAU000SAK
TAR,At Tarif,塔伊夫,at tarif,SAU000TAR
YNB,Yanbu al-Bahr,延布,yanbu al-bahr,SAU000YNB
BEG,Beograd,贝尔格莱德,beograd,SCG000BEG
INI,Nis,尼什,nis,SCG000INI
KGV,Kragujevac,克拉古涅瓦茨,kragujevac,SCG000KGV
NVS,Novi Sad,诺维萨德,novi sad,SCG000NVS
POD,Podgorica,波德戈里察,podgorica,SCG000POD
PRN,Pristina,普里什蒂纳,pristina,SCG000PRN
SUB,Subotica,苏博蒂察,subotica,SCG000SUB
ZEM,Zemun,泽蒙,zemun,SCG000ZEM
ANB,Aali an-Nil,上尼罗,aali an-nil,SDN000ANB
ASH,Northern,北部,northern,SDN000ASH
GKU,Kurdufan,科尔多凡,kurdufan,SDN000GKU
KRT,Al-Khartum,喀土穆,al-khartum,SDN000KRT
SBG,Bahr al-Ghazal,加扎勒河,bahr al-ghazal,SDN000SBG
SDA,Darfur,达尔富尔,darfur,SDN000SDA
SHA,Eastern,东部,eastern,SDN000SHA
SIS,Al-Istiwaiyah,赤道,al-istiwaiyah,SDN000SIS
WDH,Al-Wusta,中部,al-wusta,SDN000WDH
DA,Dakar,达喀尔,dakar,SEN0000DA
DI,Diourbel,久尔贝勒,diourbel,SEN0000DI
FA,Fatick,法蒂克,fatick,SEN0000FA
KA,Kaolack,考拉克,kaolack,SEN0000KA
KO,Kolda,科尔达,kolda,SEN0000KO
LO,Louga,卢加,louga,SEN0000LO
MA,Matam,马塔姆,matam,SEN0000MA
SL,Saint-Louis,圣路易,saint-louis,SEN0000SL
TA,Tambacounda,坦巴昆达,tambacounda,SEN0000TA
TH,Thies,捷斯,thies,SEN0000TH
ZI,Ziguinchor,济金绍尔,ziguinchor,SEN0000ZI
CE,Central Islands,中部群岛,central islands,SLB0000CE
CH,Choiseul,乔伊索,choiseul,SLB0000CH
GC,Guadalcanal,瓜达尔卡纳尔,guadalcanal,SLB0000GC
HO,Honiara,霍尼亚拉,honiara,SLB0000HO
IS,Isabel,伊萨贝尔,isabel,SLB0000IS
MK,Makira,马基拉,makira,SLB0000MK
ML,Malaita,马莱塔,malaita,SLB0000ML
RB,Rennell and Bellona,拉纳尔和贝罗纳,rennell and bellona,SLB0000RB
TM,Temotu,泰莫图,temotu,SLB0000TM
WE,Western,西部,western,SLB0000WE
E,Eastern,东部,eastern,SLE00000E
N,Northern,北部,northern,SLE00000N
S,Debub,南部,debub,SLE00000S
W,Western,西部区,western,SLE00000W
AH,Ahuachapan,阿瓦查潘,ahuachapan,SLV0000AH
CA,Cabanas,卡瓦尼亚斯,cabanas,SLV0000CA
CH,Chalatenango,查拉特南戈,chalatenango,SLV0000CH
CS,Centro Sur,中南,centro sur,SLV0000CS
CU,Cuscatlan,库斯卡特兰,cuscatlan,SLV0000CU
DE,Delgado,德尔加多,delgado,SLV0000DE
IL,Ilopango,伊洛潘戈,ilopango,SLV0000IL
KN,Kie-Ntem,基埃-恩特姆,kie-ntem,SLV0000KN
LB,La Libertad,拉利伯塔德,la libertad,SLV0000LB
LI,Littoral,滨海,littoral,SLV0000LI
MO,Morazan,莫拉桑,morazan,SLV0000MO
PZ,La Paz,拉巴斯,la paz,SLV0000PZ
SA,Santa Ana,圣安娜,santa ana,SLV0000SA
SM,San Miguel,圣米格尔,san miguel,SLV0000SM
SO,Sonsonate,松索纳特,sonsonate,SLV0000SO
SS,San Salvador,圣萨尔瓦多,san salvador,SLV0000SS
SV,San Vicente,圣维森特,san vicente,SLV0000SV
UN,La Union,拉乌尼翁,la union,SLV0000UN
US,Usulutan,乌苏卢坦,usulutan,SLV0000US
WN,Wele-Nzas,韦莱-恩萨斯,wele-nzas,SLV0000WN
APO,Apopa,阿波帕,apopa,SLV000APO
MEJ,Mejicanos,梅基卡诺斯,mejicanos,SLV000MEJ
SOY,Soyapango,索亚潘戈,soyapango,SLV000SOY
BR,Brokopondo,布罗科蓬多,brokopondo,SUR0000BR
CM,Commewijne,科默韦讷,commewijne,SUR0000CM
CR,Coronie,科罗尼,coronie,SUR0000CR
MA,Marowijne,马罗韦讷,marowijne,SUR0000MA
NI,Nickerie,尼克里,nickerie,SUR0000NI
PA,Para,帕拉,para,SUR0000PA
PM,Paramaribo,帕拉马里博,paramaribo,SUR0000PM
SA,Saramacca,萨拉马卡,saramacca,SUR0000SA
SI,Sipaliwini,西帕里韦尼,sipaliwini,SUR0000SI
WA,Wanica,瓦尼卡,wanica,SUR0000WA
BBY,Banskobystricky,班斯卡-比斯特里察,banskobystricky,SVK000BBY
BTS,Bratislavsky,布拉迪斯拉发,bratislavsky,SVK000BTS
KOR,Koricky,科希策,koricky,SVK000KOR
NRA,Nitriansky,尼特拉,nitriansky,SVK000NRA
POV,Prerovsky,普雷绍夫,prerovsky,SVK000POV
RIL,Rilinsky,日利纳,rilinsky,SVK000RIL
TNA,Trnavsky,特尔纳瓦,trnavsky,SVK000TNA
TRE,Trenriansky,特伦钦,trenriansky,SVK000TRE
DLJ,Dolenjska,多雷尼,dolenjska,SVN000DLJ
GSK,Goriska,戈里,goriska,SVN000GSK
GSZ,Gorenjska,戈雷尼,gorenjska,SVN000GSZ
KOR,Koroska,科洛,koroska,SVN000KOR
NKR,Notranjsko-kraska,诺特拉尼,notranjsko-kraska,SVN000NKR
OKR,Obalno-kraska,奥巴尔诺-克拉,obalno-kraska,SVN000OKR
OSR,Osrednjeslovenska,奥斯雷德涅斯洛文,osrednjeslovenska,SVN000OSR
POD,Podravska,波德拉夫,podravska,SVN000POD
POM,Pomurska,波穆尔,pomurska,SVN000POM
SAV,Savinjska,萨维尼,savinjska,SVN000SAV
SPO,Spodnjeposavska,斯波德涅波萨夫,spodnjeposavska,SVN000SPO
ZAS,Zasavska,扎萨夫,zasavska,SVN000ZAS
C,Uppsala,乌普萨拉,uppsala,SWE00000C
D,Sodermanlands,南曼兰,sodermanlands,SWE00000D
F,Jonkopings,延雪平,jonkopings,SWE00000F
G,Kronobergs,克鲁努贝里,kronobergs,SWE00000G
H,Kalmar,卡尔马,kalmar,SWE00000H
I,Gotlands,哥得兰,gotlands,SWE00000I
K,Blekinge,布莱金厄,blekinge,SWE00000K
M,Skane,斯科耐,skane,SWE00000M
N,Hallands,哈兰,hallands,SWE00000N
O,Vastra Gotalands,西约特兰,vastra gotalands,SWE00000O
S,Varmlands,韦姆兰,varmlands,SWE00000S
T,Orebro,厄勒布鲁,orebro,SWE00000T
U,Vastmanlands,西曼兰,vastmanlands,SWE00000U
X,Gavleborgs,耶夫勒堡,gavleborgs,SWE00000X
Y,Vasternorrlands,西诺尔兰,vasternorrlands,SWE00000Y
Z,Jamtlands,耶姆特兰,jamtlands,SWE00000Z
AB,Stockholms,斯德哥尔摩,stockholms,SWE0000AB
AC,Vasterbottens,西博滕,vasterbottens,SWE0000AC
BD,Norrbottens,北博滕,norrbottens,SWE0000BD
DLN,Dalarnas,达拉纳,dalarnas,SWE000DLN
UGL,Ustergotland,东约特兰,ustergotland,SWE000UGL
DA,Dara,德拉,dara,SYR0000DA
DI,Madinat Dimashq,大马士革市,madinat dimashq,SYR0000DI
DZ,Dayr az Zawr,代尔祖尔,dayr az zawr,SYR0000DZ
GH,Al Ghab,加布,al ghab,SYR0000GH
HA,Al Hasakah,哈塞克,al hasakah,SYR0000HA
HI,Hims,霍姆斯,hims,SYR0000HI
HL,Halab,阿勒颇,halab,SYR0000HL
HM,Hamah,哈马,hamah,SYR0000HM
ID,Idlib,伊德利卜,idlib,SYR0000ID
LA,Al Ladhiqiyah,拉塔基亚,al ladhiqiyah,SYR0000LA
QA,Al-Qamishli,卡米什利,al-qamishli,SYR0000QA
QU,Al Qunaytirah,库奈特拉,al qunaytirah,SYR0000QU
RD,Rif Dimashq,大马士革,rif dimashq,SYR0000RD
RQ,Ar Raqqah,拉卡,ar raqqah,SYR0000RQ
SU,As Suwayda,苏韦达,as suwayda,SYR0000SU
TA,Tartus,塔尔图斯,tartus,SYR0000TA
C,Centre,中部区,centre,TGO00000C
K,Kara,卡拉区,kara,TGO00000K
M,Maritime,滨海区,maritime,TGO00000M
P,Plateaux,高原区,plateaux,TGO00000P
S,Savanes,草原区,savanes,TGO00000S
10,Bangkok,曼谷,bangkok,THA000010
11,Samut Prakan,北揽,samut prakan,THA000011
12,Nonthaburi,暖武里,nonthaburi,THA000012
13,Pathum Thani,巴吞他尼,pathum thani,THA000013
14,Phra Nakhon Si Ayutthaya,大城,phra nakhon si ayutthaya,THA000014
15,Ang Thong,红统,ang thong,THA000015
16,Lop Buri,华富里,lop buri,THA000016
17,Sing Buri,信武里,sing buri,THA000017
18,Chai Nat,猜那,chai nat,THA000018
19,Saraburi,北标,saraburi,THA000019
20,Chon Buri,春武里,chon buri,THA000020
21,Rayong,拉农,rayong,THA000021
22,Chanthaburi,尖竹汶,chanthaburi,THA000022
23,Trat,达叻,trat,THA000023
24,Chachoengsao,北柳,chachoengsao,THA000024
25,Prachin Buri,巴真,prachin buri,THA000025
26,Nakhon Nayok,那空那育,nakhon nayok,THA000026
27,Sa Kaeo,沙缴,sa kaeo,THA000027
31,Buri Ram,武里南,buri ram,THA000031
32,Surin,素林,surin,THA000032
33,Si sa ket,四色菊,si sa ket,THA000033
34,Ubon Ratchathani,乌汶,ubon ratchathani,THA000034
35,Yasothon,耶梭通,yasothon,THA000035
36,Chaiyaphum,猜也奔,chaiyaphum,THA000036
37,Amnat Charoen,安纳乍能,amnat charoen,THA000037
39,Nong Bua Lamphu,廊莫那浦,nong bua lamphu,THA000039
40,Khon Kaen,孔敬,khon kaen,THA000040
41,Udon Thani,乌隆,udon thani,THA000041
42,Loei,黎,loei,THA000042
43,Nong Khai,廊开,nong khai,THA000043
44,Maha Sarakham,玛哈沙拉堪,maha sarakham,THA000044
45,Roi Et,黎逸,roi et,THA000045
46,Kalasin,加拉信,kalasin,THA000046
47,Sakon Nakhon,色军,sakon nakhon,THA000047
48,Nakhon Phanom,那空帕农,nakhon phanom,THA000048
49,Mukdahan,莫达汉,mukdahan,THA000049
50,Chiang Mai,清迈,chiang mai,THA000050
51,Lamphun,南奔,lamphun,THA000051
53,Uttaradit,程逸,uttaradit,THA000053
54,Phrae,帕,phrae,THA000054
55,Nan,难,nan,THA000055
56,Phayao,帕尧,phayao,THA000056
57,Chiang Rai,清莱,chiang rai,THA000057
58,Mae Hong Son,夜丰颂,mae hong son,THA000058
60,Nakhon Sawan,北榄坡,nakhon sawan,THA000060
61,Uthai Thani,乌泰他尼,uthai thani,THA000061
62,Kamphaeng Phet,甘烹碧,kamphaeng phet,THA000062
63,Tak,达,tak,THA000063
64,Sukhothai,素可泰,sukhothai,THA000064
65,Phitsanulok,彭世洛,phitsanulok,THA000065
66,Phichit,披集,phichit,THA000066
70,Ratchaburi,叻丕,ratchaburi,THA000070
71,Kanchanaburi,北碧,kanchanaburi,THA000071
72,Suphan Buri,素攀武里,suphan buri,THA000072
73,Nakhon Pathom,佛统,nakhon pathom,THA000073
74,Samut Sakhon,龙仔厝,samut sakhon,THA000074
75,Samut Songkhram,夜功,samut songkhram,THA000075
76,Phetchabun,碧差汶,phetchabun,THA000076
77,Prachuap Khiri Khan,巴蜀,prachuap khiri khan,THA000077
78,Phetchaburi,佛丕,phetchaburi,THA000078
80,Nakhon Si Thammarat,洛坤,nakhon si thammarat,THA000080
81,Krabi,甲米,krabi,THA000081
82,Phangnga,攀牙,phangnga,THA000082
83,Phuket,普吉,phuket,THA000083
84,Surat Thani,素叻,surat thani,THA000084
85,Ranong,罗勇,ranong,THA000085
86,Chumphon,春蓬,chumphon,THA000086
90,Songkhla,宋卡,songkhla,THA000090
91,Satun,沙敦,satun,THA000091
92,Trang,董里,trang,THA000092
93,Phatthalung,博达伦,phatthalung,THA000093
94,Pattani,北大年,pattani,THA000094
95,Yala,也拉,yala,THA000095
96,Narathiwat,陶公,narathiwat,THA000096
DYU,Dushanbe,杜尚别,dushanbe,TJK000DYU
ISF,Isfara,伊斯法拉,isfara,TJK000ISF
KAN,Kanibadam,卡尼巴达姆,kanibadam,TJK000KAN
KHO,Khorugh,霍罗格,khorugh,TJK000KHO
KHU,Khujand,苦盏,khujand,TJK000KHU
KLB,Kulob,库洛布,kulob,TJK000KLB
KOF,Kofarnihon,科法尔尼洪,kofarnihon,TJK000KOF
KTJ,Kurgan-Tjube,库尔干-秋别,kurgan-tjube,TJK000KTJ
NUR,Nurek,努雷克,nurek,TJK000NUR
PJK,Pendzhikent,彭吉肯特,pendzhikent,TJK000PJK
RGU,Rogun,洛贡,rogun,TJK000RGU
SBA,Sarband,萨班特,sarband,TJK000SBA
TBS,Taboshar,塔博沙尔,taboshar,TJK000TBS
TSZ,Tursunzade,图尔孙扎德,tursunzade,TJK000TSZ
UTJ,Ura-Tjube,乌拉秋别,ura-tjube,TJK000UTJ
A,Ahal,阿哈尔,ahal,TKM00000A
B,Balkan,巴尔坎,balkan,TKM00000B
D,Dashoguz,达沙古兹,dashoguz,TKM00000D
L,Lebap,列巴普,lebap,TKM00000L
M,Mary,马雷,mary,TKM00000M
ASB,Ashgabat,阿什哈巴德市,ashgabat,TKM000ASB
NEB,Nebitdag,涅比特达格,nebitdag,TKM000NEB
AL,Aileu,阿伊莱乌,aileu,TLS0000AL
AM,Ambeno,安贝诺,ambeno,TLS0000AM
AN,Ainaro,阿伊纳罗,ainaro,TLS0000AN
BA,Baucau,包考,baucau,TLS0000BA
BO,Bobonaro,博博纳罗,bobonaro,TLS0000BO
DI,Dili,帝力,dili,TLS0000DI
ER,Ermera,埃尔梅拉,ermera,TLS0000ER
KO,Kovalima,科瓦利马,kovalima,TLS0000KO
LA,Lautem,劳滕,lautem,TLS0000LA
LI,Liquica,利基卡,liquica,TLS0000LI
MF,Manofahi,马努法伊,manofahi,TLS0000MF
MT,Manatuto,马纳图托,manatuto,TLS0000MT
VI,Viqueque,维克克,viqueque,TLS0000VI
E,Eua,埃瓦,eua,TON00000E
H,Haapai,哈派,haapai,TON00000H
N,Niuas,纽阿斯,niuas,TON00000N
T,Tongatapu,汤加塔布,tongatapu,TON00000T
V,Vavau,瓦瓦乌,vavau,TON00000V
AR,Ariana,艾尔亚奈,ariana,TUN0000AR
BA,Ben Arous,本阿鲁斯,ben arous,TUN0000BA
BI,Bizerte,比塞大,bizerte,TUN0000BI
BJ,Beja,巴杰,beja,TUN0000BJ
GB,Gabes,加贝斯,gabes,TUN0000GB
GF,Gafsa,加夫萨,gafsa,TUN0000GF
JE,Jendouba,坚杜拜,jendouba,TUN0000JE
KB,Kebili,吉比利,kebili,TUN0000KB
KR,Kairouan,凯鲁万,kairouan,TUN0000KR
KS,Kasserine,卡塞林,kasserine,TUN0000KS
LK,Le Kef,卡夫,le kef,TUN0000LK
ME,Medenine,梅德宁,medenine,TUN0000ME
MH,Mahdia,马赫迪耶,mahdia,TUN0000MH
MN,Manouba,马努巴,manouba,TUN0000MN
MO,Monastir,莫纳斯提尔,monastir,TUN0000MO
NA,Nabeul,纳布勒,nabeul,TUN0000NA
SD,Sidi Bouzid,西迪布济德,sidi bouzid,TUN0000SD
SF,Sfax,斯法克斯,sfax,TUN0000SF
SL,Siliana,锡勒亚奈,siliana,TUN0000SL
SO,Sousse,苏塞,sousse,TUN0000SO
TA,Tataouine,泰塔温,tataouine,TUN0000TA
TO,Tozeur,托泽尔,tozeur,TUN0000TO
TU,Tunis,突尼斯,tunis,TUN0000TU
ZA,Zaghouan,宰格万,zaghouan,TUN0000ZA
ADA,Adana,阿达纳,adana,TUR000ADA
ADI,Adiyaman,阿德亚曼,adiyaman,TUR000ADI
AFY,Afyon,阿菲永,afyon,TUR000AFY
AGR,Agri,阿勒,agri,TUR000AGR
AKS,Aksaray,阿克萨赖,aksaray,TUR000AKS
AMA,Amasya,阿马西亚,amasya,TUR000AMA
ANK,Ankara,安卡拉,ankara,TUR000ANK
ANT,Antalya,安塔利亚,antalya,TUR000ANT
ARD,Ardahan,阿尔达罕,ardahan,TUR000ARD
ART,Artvin,阿尔特温,artvin,TUR000ART
AYI,Aydin,艾登,aydin,TUR000AYI
BAL,Balikesir,巴勒克埃西尔,balikesir,TUR000BAL
BAR,Bartin,巴尔腾,bartin,TUR000BAR
BAT,Batman,巴特曼,batman,TUR000BAT
BAY,Bayburt,巴伊布尔特,bayburt,TUR000BAY
BIL,Bilecik,比莱吉克,bilecik,TUR000BIL
BIN,Bingol,宾格尔,bingol,TUR000BIN
BIT,Bitlis,比特利斯,bitlis,TUR000BIT
BOL,Bolu,博卢,bolu,TUR000BOL
BRD,Burdur,布尔杜尔,burdur,TUR000BRD
BRS,Bursa,布尔萨,bursa,TUR000BRS
CKL,Canakkale,恰纳卡莱,canakkale,TUR000CKL
CKR,Cankiri,昌克勒,cankiri,TUR000CKR
COR,Corum,乔鲁姆,corum,TUR000COR
DEN,Denizli,代尼兹利,denizli,TUR000DEN
DIY,Diyarbakir,迪亚巴克尔,diyarbakir,TUR000DIY
EDI,Edirne,埃迪尔内,edirne,TUR000EDI
ELA,Elazig,埃拉泽,elazig,TUR000ELA
ESK,Eskisehir,埃斯基谢希尔,eskisehir,TUR000ESK
EZC,Erzincan,埃尔津詹,erzincan,TUR000EZC
EZR,Erzurum,埃尔祖鲁姆,erzurum,TUR000EZR
GAZ,Gaziantep,加济安泰普,gaziantep,TUR000GAZ
GIR,Giresun,吉雷松,giresun,TUR000GIR
GMS,Gumushane,居米什哈内,gumushane,TUR000GMS
HKR,Hakkari,哈卡里,hakkari,TUR000HKR
HTY,Hatay,哈塔伊,hatay,TUR000HTY
ICE,Icel,伊切尔,icel,TUR000ICE
IGD,Igdir,伊迪尔,igdir,TUR000IGD
ISP,Isparta,伊斯帕尔塔,isparta,TUR000ISP
IST,Istanbul,伊斯坦布尔,istanbul,TUR000IST
IZM,Izmir,伊兹密尔,izmir,TUR000IZM
KAH,Kahraman Maras,卡赫拉曼马拉什,kahraman maras,TUR000KAH
KAS,Kastamonu,卡斯塔莫努,kastamonu,TUR000KAS
KAY,Kayseri,开塞利,kayseri,TUR000KAY
KLR,Kirklareli,柯克拉雷利,kirklareli,TUR000KLR
KLS,Kilis,基利斯,kilis,TUR000KLS
KOC,Kocaeli,科贾埃利,kocaeli,TUR000KOC
KON,Konya,科尼亚,konya,TUR000KON
KRB,Karabuk,卡拉比克,karabuk,TUR000KRB
KRH,Kirsehir,克尔谢希尔,kirsehir,TUR000KRH
KRK,Kirikkale,克勒克卡莱,kirikkale,TUR000KRK
KRM,Karaman,卡拉曼,karaman,TUR000KRM
KRS,Kars,卡尔斯,kars,TUR000KRS
KUT,Kutahya,屈塔希亚,kutahya,TUR000KUT
MAL,Malatya,马拉蒂亚,malatya,TUR000MAL
MAN,Manisa,马尼萨,manisa,TUR000MAN
MAR,Mardin,马尔丁,mardin,TUR000MAR
MUG,Mugla,穆拉,mugla,TUR000MUG
MUS,Mus,穆什,mus,TUR000MUS
NEV,Nevsehir,内夫谢希尔,nevsehir,TUR000NEV
NIG,Nigde,尼代,nigde,TUR000NIG
ORD,Ordu,奥尔杜,ordu,TUR000ORD
RIZ,Rize,里泽,rize,TUR000RIZ
SAK,Sakarya,萨卡里亚,sakarya,TUR000SAK
SAM,Samsun,萨姆松,samsun,TUR000SAM
SII,Siirt,锡尔特,siirt,TUR000SII
SIN,Sinop,锡诺普,sinop,TUR000SIN
SIR,Sirnak,锡尔纳克,sirnak,TUR000SIR
SIV,Sivas,锡瓦斯,sivas,TUR000SIV
TEL,Tekirdag,泰基尔达,tekirdag,TUR000TEL
TOK,Tokat,托卡特,tokat,TUR000TOK
TRA,Trabzon,特拉布宗,trabzon,TUR000TRA
TUN,Tunceli,通杰利,tunceli,TUR000TUN
URF,Urfa,拉飞,urfa,TUR000URF
USK,Usak,乌萨克,usak,TUR000USK
VAN,Van,凡,van,TUR000VAN
YOZ,Yozgat,约兹加特,yozgat,TUR000YOZ
ZON,Zonguldak,宗古尔达克,zonguldak,TUR000ZON
AR,Arusha,阿鲁沙,arusha,TZA0000AR
DO,Dodoma,多多马,dodoma,TZA0000DO
DS,Dar es Salaam,达累斯萨拉姆,dar es salaam,TZA0000DS
IR,Iringa,伊林加,iringa,TZA0000IR
KA,Kagera,卡盖拉,kagera,TZA0000KA
KI,Kigoma,基戈马,kigoma,TZA0000KI
KJ,Kilimanjaro,乞力马扎罗,kilimanjaro,TZA0000KJ
LN,Lindi,林迪,lindi,TZA0000LN
MB,Mbeya,姆贝亚,mbeya,TZA0000MB
MM,Mjini Magharibi,桑给巴尔市和西,mjini magharibi,TZA0000MM
MO,Morogoro,莫洛戈罗,morogoro,TZA0000MO
MR,Mara,马腊,mara,TZA0000MR
MT,Mtwara,姆特瓦拉,mtwara,TZA0000MT
MW,Mwanza,姆万扎,mwanza,TZA0000MW
MY,Manyara,曼亚拉,manyara,TZA0000MY
PN,Kaskazini Pemba,奔巴北,kaskazini pemba,TZA0000PN
PS,Kusini Pemba,奔巴南,kusini pemba,TZA0000PS
PW,Littoral,滨海,littoral,TZA0000PW
RK,Rukwa,鲁夸,rukwa,TZA0000RK
RV,Ruvuma,鲁伍马,ruvuma,TZA0000RV
SH,Shinyanga,欣延加,shinyanga,TZA0000SH
SI,Singida,辛吉达,singida,TZA0000SI
TB,Tabora,塔波拉,tabora,TZA0000TB
TN,Tanga,坦噶,tanga,TZA0000TN
UN,Kaskazini Unguja,桑给巴尔北,kaskazini unguja,TZA0000UN
US,Kusini Unguja,桑给巴尔南,kusini unguja,TZA0000US
ZN,Zanzibar,桑给巴尔,zanzibar,TZA0000ZN
ADJ,Adjumani,阿朱马尼,adjumani,UGA000ADJ
APC,Apac,阿帕克,apac,UGA000APC
ARU,Arua,阿鲁阿,arua,UGA000ARU
BSH,Bushenyi,布谢尼,bushenyi,UGA000BSH
BUG,Bugiri,布吉里,bugiri,UGA000BUG
BUN,Bundibugyo,本迪布焦,bundibugyo,UGA000BUN
BUS,Busia,布西亚,busia,UGA000BUS
GUL,Gulu,古卢,gulu,UGA000GUL
HOI,Hoima,霍伊马,hoima,UGA000HOI
IGA,Iganga,伊甘加,iganga,UGA000IGA
JIN,Jinja,金贾,jinja,UGA000JIN
KAB,Kaberamaido,卡贝拉马伊多,kaberamaido,UGA000KAB
KAL,Kalangala,卡兰加拉,kalangala,UGA000KAL
KAM,Kamwenge,卡姆文盖,kamwenge,UGA000KAM
KAN,Kanungu,卡农古,kanungu,UGA000KAN
KAR,Kabarole,卡巴罗莱,kabarole,UGA000KAR
KAS,Kasese,卡塞塞,kasese,UGA000KAS
KAY,Kayunga,卡永加,kayunga,UGA000KAY
KBA,Kibaale,基巴莱,kibaale,UGA000KBA
KBL,Kabale,卡巴莱,kabale,UGA000KBL
KIB,Kiboga,基博加,kiboga,UGA000KIB
KIS,Kisoro,基索罗,kisoro,UGA000KIS
KIT,Kitgum,基特古姆,kitgum,UGA000KIT
KML,Kamuli,卡穆利,kamuli,UGA000KML
KMP,Kampala,坎帕拉,kampala,UGA000KMP
KOT,Kotido,科蒂多,kotido,UGA000KOT
KPC,Kapchorwa,卡普乔鲁瓦,kapchorwa,UGA000KPC
KTK,Katakwi,卡塔奎,katakwi,UGA000KTK
KUM,Kumi,库米,kumi,UGA000KUM
KYE,Kyenjojo,基恩乔乔,kyenjojo,UGA000KYE
LIR,Lira,利拉,lira,UGA000LIR
LUW,Luwero,卢韦罗,luwero,UGA000LUW
MAS,Masaka,马萨卡,masaka,UGA000MAS
MAY,Mayuge,马尤盖,mayuge,UGA000MAY
MBA,Mbale,姆巴莱,mbale,UGA000MBA
MBR,Mbarara,姆巴拉拉,mbarara,UGA000MBR
MOY,Moyo,莫约,moyo,UGA000MOY
MPI,Mpigi,姆皮吉,mpigi,UGA000MPI
MRT,Moroto,莫罗托,moroto,UGA000MRT
MSN,Masindi,马辛迪,masindi,UGA000MSN
MUB,Mubende,穆本德,mubende,UGA000MUB
MUK,Mukono,穆科诺,mukono,UGA000MUK
NAK,Nakapiripirit,纳卡皮里皮里特,nakapiripirit,UGA000NAK
NEB,Nebbi,内比,nebbi,UGA000NEB
NKS,Nakasongola,纳卡松戈拉,nakasongola,UGA000NKS
NTU,Ntungamo,恩通加莫,ntungamo,UGA000NTU
PAD,Pader,帕德尔,pader,UGA000PAD
PAL,Pallisa,帕利萨,pallisa,UGA000PAL
RAK,Rakai,拉卡伊,rakai,UGA000RAK
RUK,Rukungiri,鲁昆吉里,rukungiri,UGA000RUK
SEM,Sembabule,森巴布莱,sembabule,UGA000SEM
SIR,Sironko,锡龙科,sironko,UGA000SIR
SOR,Soroti,索罗提,soroti,UGA000SOR
TOR,Tororo,托罗罗,tororo,UGA000TOR
WAK,Wakiso,瓦基索,wakiso,UGA000WAK
YUM,Yumbe,永贝,yumbe,UGA000YUM
5,Vinnytsya,文尼察,vinnytsya,UKR000005
7,Volyn,沃伦,volyn,UKR000007
9,Luhansk,卢甘斯克,luhansk,UKR000009
12,Dnipropetrovsk,第聂伯罗波得罗夫斯克,dnipropetrovsk,UKR000012
14,Donetsk,顿涅茨克,donetsk,UKR000014
18,Zhytomyr,日托米尔,zhytomyr,UKR000018
21,Zakarpatska,外喀尔巴阡,zakarpatska,UKR000021
23,Zaporizhzhya,扎波罗热,zaporizhzhya,UKR000023
26,Ivano-Frankivsk,伊万－弗兰科夫州,ivano-frankivsk,UKR000026
30,Kyiv,基辅,kyiv,UKR000030
35,Kirovohrad,基洛夫格勒,kirovohrad,UKR000035
43,Respublika Krym,克里米亚自治共和国,respublika krym,UKR000043
46,Lviv,利沃夫,lviv,UKR000046
48,Mykolayiv,尼古拉耶夫,mykolayiv,UKR000048
51,Odessa,敖德萨,odessa,UKR000051
53,Poltava,波尔塔瓦,poltava,UKR000053
56,Rivne,罗夫诺,rivne,UKR000056
59,Sumy,苏梅,sumy,UKR000059
61,Ternopil,捷尔诺波尔,ternopil,UKR000061
